id_cliente,documento,fecha_registro,segmento,ciudad,score_crediticio
57,76653416,2024-12-05,PREMIUM ,BOGOTÁ,412
1293,72348360,2025-01-26,VIP,BOGOTÁ,808
1119,52495479,2023-03-19,VIP,BOGOTA,755
585,86794548,2022-09-29,PREMIUM ,BOGOTÁ,541
375,81370810,2024-02-15,VIP,MEDELLÍN,427
276,27810471,2024-08-21,PREMIUM,BARRANQUILLA,528
747,99957925,2022-09-25,B,CALI,667
129,26953831,2023-09-07,VIP,MEDELLÍN,536
1647,31978898,2024-06-12,VIP,BOGOTA,760
1853,27069223,2022-05-13,A,MEDELLÍN,802
675,75749277,2023-02-08,A,CALI,448
1665,45173714,2025-05-08,A,BOGOTÁ,480
1982,21042682,2023-03-10,PREMIUM,BOGOTÁ,360
1084,57406955,2022-02-05,C,BOGOTÁ,822
1923,68445297,2023-02-13,VIP,CALI,634
100,88384476,2025-04-24,PREMIUM ,BARRANQUILLA,796
1180,55787926,2022-03-30,VIP,BOGOTÁ,383
965,21044590,2023-07-30,PREMIUM,BOGOTÁ,711
793,44867175,2025-08-02,A,BOGOTÁ,704
30,48727468,2024-09-17,PREMIUM ,BOGOTÁ,364
629,14338843,2022-12-10,VIP,BOGOTÁ,590
945,90947292,2025-10-01,VIP,BOGOTÁ,723
573,61255428,2023-06-24,VIP,BOGOTÁ,575
908,26530109,2024-07-04,C,MEDELLÍN,846
1081,57423958,2023-08-06,VIP,BOGOTÁ,517
451,45383985,2022-12-09,A,BOGOTÁ,361
1610,51321256,2024-02-25,PREMIUM,BOGOTÁ,715
1291,18825150,2025-01-29,VIP,CALI,803
1079,25861936,2024-06-06,C,BOGOTÁ,497
255,32937902,2024-02-25,VIP,BOGOTA,355
